CodPar,Descri,CovPar,UniPar,RenPar,PreUni,UniCanRen,CanPar,Coste,RPC,UniMed
"P0005861","S/I DE POSTE DE HIERRO DE37´, SECC 6-5-4","E.S/C.009","UND",6.0000000000000000e+00,1.9783600000000001e+03,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"P0005862","S/I DE ESTRUCTURA DE HIERRO DE 37´, SECC 6-5-4, PARA POSTES DE ALTA TENSION.","E.S/C.011","UND",1.0000000000000000e+01,2.6936799999999998e+03,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"P0005864","SUMINISTRO Y COLOCACION DE CRUCETA DOBLE EN HIERRO GALVANIZADO, EN LINEA TERMINAL TRIFASICA, L=1.80m (75mmx75mmx8mm) INCLUYE EL TRANSPORTE","U.621.111.436","pza",2.0000000000000000e+01,1.5621500000000001e+03,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0005865","SUMINISTRO Y COLOCACION DE CRUCETA DE 1.80m EN PASO DE LINEA TRIFASICA.","U.621.111.436","UND",2.0000000000000000e+01,1.2598199999999999e+03,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"P0005866","S/I DE SECCIONAMIENTO DE LINEA DE ALTA TENSION TRIFASICA, EN POSTE.","U.S/C","UND",4.0000000000000000e+01,9.2600000000000009e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"P0005868","SUMINISTRO Y COLOCACION DE BANCO DE TRES TRANSFORMADORES MONOFASICOS DE 50 KVA, 13.800/240 120VOLT. INCLUYE EL TRANSPORTE.","E.S/C.013","UND",3.0000000000000000e+00,1.3353309999999999e+04,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"P0005872","INSTALACION ELECTRICA DE CABLE DE COBRE TRENZADO REVESTIDO CALIBRE 2/0 AWG, 15 KV.","E.521.223.134","M",5.5000000000000000e+01,1.6140000000000001e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0005888","SUMINISTRO Y COLOCACION DE TANQUILLA TIPO E2 SEGUN NORMA DE CORPOELC. INCLUYE TAPA PARA TANQUILLA.","E.S/C","UND",2.0000000000000000e+01,2.8141000000000003e+02,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"P0005893","S/C DE BANCADA DE BAJA TENSION TIPO B1C1 SEGUN NORMA DE CORPOELC","E.S.C","ML",3.5000000000000000e+01,6.5079999999999998e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0005894","SUMINISTRO, TRANSPORTE E INSTALACION DE LAMPARA TIPO M400, CON BOMBILLO DE V/S DE 250 W Y BRAZO DE 2.1 M","E.S/C","UND",1.5000000000000000e+01,2.2025000000000000e+02,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"P0005895","SUMINISTRO Y COLOCACION DE CONDUCTOR ARVIDAL No. 2/0. INCLUYE EL TRANSPORTE","U.641.111.110","ml",2.0000000000000000e+03,1.2579999999999998e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0005896","S/I DE POSTE DE HIERRO DE27´, SECC 6-5-4","E.S/C.009","UND",3.0000000000000000e+00,1.8173100000000002e+03,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"P0005901","SUMINISTRO Y COLOCACION DE BATEA DE PLASTICO 1 LLAVES, 1 PONCHERA","E.667.320.S/C","pza",1.0000000000000000e+01,1.4109999999999999e+02,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0005902","ENCOFRADO DE MOLDES PARA COLADO MONOLITICO DE MUROS, MARCA WESTERN FORMS O SIMILAR, PARA MURO Y LOSAS DE ENTREPISO Y TECHO","E.342.s/c","m2",1.0000000000000000e+03,8.5899999999999999e+00,"U",1.0000000000000000e+00,0,0.00000000e+00,1
"P0005904","CONCRETO DE f´c 250 kgf/cm2 A LOS 28 DIAS, ASENTAMIENTO 5"",  ACABADO CORRIENTE, PARA LOSAS DE FUNDACION.","E.331.100.S/C","m3",6.5000000000000000e+01,2.4221999999999997e+02,"U",1.0000000000000000e+00,0,0.00000000e+00,2
"PAR0942","SUMINISTRO, TRANSPORTE E INSTALACION DE LAMPARAS EN PAREDES","E.581.113.630","Pieza",4.0000000000000000e+01,3.7160000000000004e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"TEGDG","SUMINISTRO Y COLOCACION DE PUESTA A TIERRA DE BANCO DE TRANSPFORMADOR AEREO","E.S/C.025","UND",2.0000000000000000e+00,4.8113000000000005e+02,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"UP333","SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA PVC PARA CLOACAS DE PVC DE AGUAS NEGRAS D=  8"" JUNTA DE GOMA AUTOMATICA","U500000049","m",3.0000000000000000e+01,6.3359999999999999e+01,"U",1.0000000000000000e+00,0,,0
"P0000905","PINTURA DE CAUCHO EN TECHOS.","E.463.100.504","m2",8.0000000000000000e+02,1.0200000000000001e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0001329","FREGADERO DE DOS PONCHERAS DE ACERO INOXIDABLE CON DOS PONCHERAS. INCLUYE GRIFERIA Y LLAVE DE ARRESTO ","E.667.420.032","pza",4.0000000000000000e+00,1.2680400000000000e+03,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0001330","SUMINISTRO E INSTALACION DE FREGADERO DE UNA PONCHERAS DE ACERO INOXIDABLE. INCLUYE GRIFERIA, LLAVE DE ARRESTO.","E.667.420.S/C","UND",3.0000000000000000e+01,2.4517000000000002e+02,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"CARPI08","SUMINISTRO, TRANSPORTE E INSTALACION DECLOSET DE MADERA EN MEALMINA , SEGUN DISEÑO, INCLUYE MANILLAS.","E.447.S/C","ML",1.5000000000000000e+01,1.9123099999999999e+03,"U",1.0000000000000000e+00,0,,0
"CARPI09","SUMINISTRO, TRANSPORTE E INSTALACION DE CLOSET DE MADERA EN MELAMINA, SEGUN DISEÑO, INCLUYE MANILLAS.","E.447.S/C","UND",3.0000000000000000e+01,5.9671000000000004e+02,"U",1.0000000000000000e+00,0,,3
"CARPI10","SUMINISTRO, TRANSPORTE E INSTALACION DE MUEBLE  PARA EMPOTRAR COCINA Y LAVAPLATOS, SEGUN DISEÑO.","E.447.S/C","UND",1.5000000000000000e+01,5.0944000000000005e+02,"U",1.0000000000000000e+00,0,,3
"COCINA","SUMINISTRO, TRANSPORTE E INSTALACION DE TOPE DE COCINA A GAS DE 4 HORNILLAS.","E.718.111.152","UND",5.0000000000000000e+00,1.6075000000000000e+02,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"COCINA1","SUMINISTRO, TRANSPORTE E INSTALACION DE NEVERA ELECTRICA.","E.718.111.152","UND",5.0000000000000000e+00,1.6080000000000001e+02,"U",1.0000000000000000e+00,0,0.00000000e+00,3
"*HERRE17","SUMINISTRO, TRANSPORTE Y COLOCACION DE BARANDAS DE PERFILES DE HIERRO.    ","E.437.057.211","Kg.",5.0000000000000000e+01,2.6299999999999999e+00,"U",1.0000000000000000e+00,0,,4
"HERRE18","SUMINISTRO, TRANSPORTE Y COLOCACION DE BARANDAS DEDE HIERRO, ALTURA 0,90 METROS EN PASILLOS Y ESCALERAS","E.437.057.211","ML",5.0000000000000000e+01,6.4209999999999994e+01,"U",1.0000000000000000e+00,0,,0
"*COMPC01","COMPACTACION DE RELLENO CON APISONADORES DE PERCUCION CORRESPONDIENTE A LA PREPARACION DEL SITIO CON MATERIAL MEJORADO","C.038.100.100","m3",1.5000000000000000e+02,4.8519999999999996e+01,"U",1.0000000000000000e+00,0,,2
"*BACHEO7","SUMINISTRO Y COLOCACION DE CARPETA ASFALTICA UTILIZANDO MEZCLA ASFALTICA EN CALIENTE, TIPO II CON AGREGADOS PROCEDENTES DE CANTERA, PRODUCTO DE VOLADURA Y TRITURACION,IINCLUYE EL TRANSPORTE DE LOS AGREGADOS, Y DELL MATERIAL ASFALTICO DE LA MEZCLA","C.122.500.801","Ton.",1.6000000000000000e+02,1.2742000000000000e+02,"U",1.0000000000000000e+00,0,,3
"*PAVAS01","IMPRIMACION ASFALTICA EMPLEANDO MATERIAL ASFALTICO TIPO.    ","C.120.100.100","m2",3.8000000000000000e+03,7.1200000000000001e+00,"U",1.0000000000000000e+00,0,,1
"TAPON","S/T/C DE TAPON DE REGISTRO, DE BRONCE, PARA TUBO DE DESCARGA EMBUTIDO DE 2"" (51mm) .","M.669.321.051","pieza",4.0000000000000000e+01,1.9640000000000001e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"TAPON1","S/T/C DE REJILLA DE EXTRACCION DE 4 PULGADAS, DE BRONCE.","M.669.321.051","pieza",8.0000000000000000e+02,3.3250000000000000e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0003577","SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE PVC, CLASE AB, D=4"" 110mm E-JA ","U.414.326.024","m",1.0000000000000000e+02,5.0609999999999999e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,0
"P0003578","SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE PVC, D=4"" 110mm COLGANTE PARA AGIAS DE LLUVIA","U.414.326.024","ML",1.0000000000000000e+02,5.0609999999999999e+01,"U",1.0000000000000000e+00,0,0.00000000e+00,0
